syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl0,syl1,syl2,syl3,syl4,syl5,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,rhyme5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,syl_class5,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,onset_class5,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,koda_class5,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,nucleus_class5,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,nomen,sylcnt,stress_class
2,5,2,3,3,2,un,schul,di,ger,wei,se,e,ø,ADV,A,SAA,ø,K,KC,KCC,KCCK,KCCKC,K,CK,DCK,CDCK,CCDCK,ø,VC,CVC,CVV,CVC,CVV,CV,1,2,0,2,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2,1,2,1,1,1001,111,101,111,101,101,3,3,3,2,3,2,-1,KC,CKC,CL,CKC,CD,CK,,C,C,C,C,C,C,C,,C,,,K,K,L,K,D,K,1,1,1,0,1,0,F,6,multa
2,2,4,5,3,3,Un,si,cher,heits,fak,tor,or,ø,N,NN,SAS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVC,CVVC,CVC,CVC,1,2,2,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2,1001,101,111,201,201,111,3,3,2,2,2,2,-1,KC,CK,CKC,CDA,CKC,CKC,,C,C,C,C,C,C,,C,A,C,C,K,K,K,D,K,K,1,1,0,1,1,1,T,6,prima
2,3,3,5,3,4,Un,ter,f2h,rungs,zei,chen,en,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,DCKC,ADCKC,ø,VC,CVC,CVV,CVCC,CVV,CVC,1,2,0,3,0,2,1,1,0,2,0,1,0,1,1,1,1,1,1,1,2,1,2,1,2,1001,111,101,1111,101,1101,3,2,3,2,3,2,1,KC,CKC,CL,CKCC,AD,CKC,,C,C,C,A,C,C,C,,CC,,C,K,K,L,K,D,K,1,0,1,2,1,0,T,6,undef
2,3,5,2,2,4,Un,ter,grund,be,we,gung,ung,unter,N,NN,SS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CCVCC,CV,CVV,CVC,1,2,4,1,0,2,1,1,2,0,0,1,0,1,2,1,1,1,1,1,1,1,2,1,2,1001,111,1211,101,101,1101,3,2,2,2,2,2,-1,KC,CKC,CCKCC,CK,CL,CKC,,C,CC,C,C,C,C,C,CC,,,C,K,K,K,K,L,K,1,0,2,0,1,1,T,6,prima
2,3,5,2,4,4,un,ter,halts,be,rech,tigt,igt,unter,A,ø,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CVC,CVCC,CV,CVC,CVCC,1,2,3,1,2,3,1,1,2,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,1001,111,211,101,111,301,3,2,2,2,2,2,-1,KC,CKC,CKCA,CK,CKC,CKCC,,C,C,C,C,C,C,C,CA,,C,CC,K,K,K,K,K,K,1,0,2,0,1,2,F,6,prima
2,3,5,3,6,3,un,ter,halts,ver,pflich,tet,et,unter,A,ø,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVCC,CVC,CCVC,CVC,1,2,3,2,3,2,1,1,2,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,2,1001,111,211,111,211,201,3,2,2,2,2,2,-1,KC,CKC,CKCA,CKC,ACKC,CKC,,C,C,C,AC,C,C,C,CA,C,C,C,K,K,K,K,K,K,1,0,2,1,1,0,F,6,prima
2,3,3,5,2,3,Un,ter,hal,tungs,mu,sik,ik,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVC,CVC,CVCC,CVV,CVVC,1,2,2,3,0,1,1,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1001,111,111,1201,1001,201,3,2,2,2,3,2,-1,KC,CKC,CKC,CKCC,CL,CLC,,C,C,C,C,C,C,C,C,CC,,C,K,K,K,K,L,L,1,0,1,2,1,1,T,6,undef
2,3,3,5,3,5,Un,ter,hal,tungs,pro,gramm,amm,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,LCCKC,ø,VC,CVC,CVC,CVCC,CCVV,CCVC,1,2,2,3,1,3,1,1,1,2,0,1,0,1,1,1,2,2,1,1,1,1,2,1,2,1001,111,111,1201,111,1111,3,2,2,2,2,2,1,KC,CKC,CKC,CKCC,CCL,CCKC,,C,C,C,CC,CC,C,C,C,CC,,C,K,K,K,K,L,K,1,0,1,2,1,1,T,6,undef
2,3,3,5,2,3,Un,ter,hal,tungs,ro,man,an,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVC,CVC,CVCC,CVV,CVVC,1,2,2,3,0,1,1,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1001,111,111,1201,11,2001,3,2,2,2,3,3,1,KC,CKC,CKC,CKCC,CL,CLC,,C,C,C,C,C,C,C,C,CC,,C,K,K,K,K,L,L,1,0,1,2,1,1,T,6,undef
2,3,3,5,3,4,Un,ter,hal,tungs,sen,dung,ung,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVC,CVCC,CVC,CVC,1,2,2,3,2,2,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1001,111,111,1201,1101,1101,3,2,2,2,2,2,1,KC,CKC,CKC,CKCC,CKC,CKC,,C,C,C,C,C,C,C,C,CC,C,C,K,K,K,K,K,K,1,0,1,2,1,1,T,6,undef
2,3,3,5,3,2,Un,ter,las,sungs,s2n,de,e,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,K,CK,CCK,KCCK,CKCCK,ø,VC,CVC,CVC,CVCC,CVC,CV,1,2,2,3,2,1,1,1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1001,111,11,1201,1101,101,3,2,3,2,2,2,-1,KC,CKC,CK,CKCC,CKC,CK,,C,C,C,C,C,C,C,,CC,C,,K,K,K,K,K,K,1,0,1,2,1,0,T,6,undef
2,3,2,2,2,5,un,ter,mo,to,ri,siert,iert,unter,A,ø,SS,acc,K,KC,KCC,KCCK,KCCKC,C,CC,LCC,CLCC,LCLCC,ø,VC,CVC,CVV,CVV,CVV,CVVCC,1,2,0,0,0,1,1,1,0,0,0,2,0,1,1,1,1,1,1,1,2,2,2,2,2,1001,111,1001,101,11,211,3,2,3,2,4,2,-1,KC,CKC,CL,CL,CL,CLCC,,C,C,C,C,C,C,C,,,,CC,K,K,L,L,L,L,1,0,1,1,1,2,F,6,prima
2,3,3,4,3,3,Un,ter,neh,mens,lei,ter,er,ø,N,NV,ø,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,DCKC,CDCKC,ø,VC,CVC,CVV,CVCC,CVV,CVC,1,2,0,3,0,2,1,1,0,2,0,1,0,1,1,1,1,1,1,1,2,1,2,1,2,1001,111,1001,2101,11,111,3,2,3,2,4,2,-1,KC,CKC,CL,CKCC,CD,CKC,,C,C,C,C,C,C,C,,CC,,C,K,K,L,K,D,K,1,0,1,0,1,0,T,6,undef
2,3,3,5,2,4,un,ter,neh,mungs,lu,stig,ig,unter,A,N,SA,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,noacc,VC,CVC,CVV,CVCC,CVC,CVC,1,2,0,3,2,2,1,1,0,2,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1001,111,1001,2101,111,201,3,2,3,2,3,2,-1,KC,CKC,CL,CKCC,CKC,CKC,,C,C,C,C,C,C,C,,CC,C,C,K,K,L,K,K,K,1,0,1,2,1,1,F,6,undef
2,3,3,2,2,5,un,ter,pri,vi,le,giert,iert,unter,A,ø,SS,acc,K,KC,KCC,KCCK,KCCKC,C,CC,LCC,CLCC,LCLCC,ø,VC,CVC,CCVV,CVV,CVV,CVVCC,1,2,1,0,0,1,1,1,0,0,0,2,0,1,2,1,1,1,1,1,2,2,2,2,2,1001,111,111,101,11,211,3,2,3,3,3,2,-1,KC,CKC,CCL,CL,CL,CLCC,,C,CC,C,C,C,C,C,,,,CC,K,K,L,L,L,L,1,0,1,1,1,2,F,6,prima
2,3,2,3,3,5,un,ter,re,pr1,sen,tiert,iert,unter,A,ø,SS,acc,K,KC,KCC,KCCK,KCCKC,C,CC,LCC,CLCC,CCLCC,ø,VC,CVC,CVV,CCVC,CVC,CVVCC,1,2,0,3,2,1,1,1,0,1,1,2,0,1,1,2,1,1,1,1,2,1,1,2,2,1001,111,11,111,1101,211,3,2,3,2,2,2,-1,KC,CKC,CL,CCK,CKC,CLCC,,C,C,CC,C,C,C,C,,,C,CC,K,K,L,K,K,L,1,0,1,1,1,2,F,6,prima
2,3,6,2,4,4,un,ter,richts,be,glei,tend,end,unter,A,ø,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,DCKCC,ø,VC,CVC,CVCC,CV,CCVV,CVCC,1,2,3,1,1,3,1,1,2,0,0,2,0,1,1,1,2,1,1,1,1,1,2,1,2,1001,111,211,101,111,1201,3,2,2,2,3,2,1,KC,CKC,CKCA,CK,CCD,CKCC,,C,C,C,CC,C,C,C,CA,,,CC,K,K,K,K,D,K,1,0,2,0,1,0,F,6,prima
2,3,6,2,3,5,Un,ter,richts,ge,gen,stand,and,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CVC,CVCC,CVV,CVC,CCVCC,1,2,3,0,2,4,1,1,2,0,1,2,0,1,1,1,1,2,1,1,1,2,1,1,2,1001,111,211,101,1101,1301,3,2,2,2,2,1,1,KC,CKC,CKCA,CL,CKC,CCKCC,,C,C,C,C,CC,C,C,CA,,C,CC,K,K,K,L,K,K,1,0,2,1,0,2,T,6,prima
2,3,6,2,3,2,Un,ter,richts,me,tho,de,e,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,K,CK,LCK,CLCK,LCLCK,ø,VC,CVC,CVCC,CVV,CVV,CV,1,2,3,0,0,1,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,1001,111,211,1001,101,101,3,2,2,3,2,2,-1,KC,CKC,CKCA,CL,CL,CK,,C,C,C,C,C,C,C,CA,,,,K,K,K,L,L,K,1,0,2,1,1,0,T,6,prima
2,3,5,5,4,3,Un,ter,schei,dungs,merk,mal,al,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,CCLC,CCCLC,ø,VC,CVC,CVV,CVCC,CVCC,CVVC,1,2,0,3,3,1,1,1,0,2,2,1,0,1,1,1,1,1,1,1,2,1,1,2,2,1001,111,101,1201,1111,1011,3,2,3,2,2,3,1,KC,CKC,CD,CKCC,CKCC,CLC,,C,C,C,C,C,C,C,,CC,CC,C,K,K,D,K,K,L,1,0,1,2,2,1,T,6,undef
2,3,6,3,3,2,Un,ter,schrif,ten,map,pe,e,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,K,CK,KCK,CKCK,CCKCK,ø,VC,CVC,CCVC,CVC,CVC,CV,1,2,3,2,2,1,1,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,2,1001,111,211,1101,1001,101,3,2,2,2,3,2,-1,KC,CKC,CCKC,CKC,CK,CK,,C,CC,C,C,C,C,C,C,C,,,K,K,K,K,K,K,1,0,1,0,1,0,T,6,prima
2,3,6,2,3,3,Un,ter,staats,se,kre,t1r,1r,unter,N,ø,SS,acc,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVC,CCVVC,CVVC,CVV,CVVC,1,2,1,1,0,1,1,1,1,1,0,1,0,1,2,1,1,1,1,1,2,2,2,2,2,1001,111,301,201,11,111,3,2,2,2,3,2,-1,KC,CKC,CCLA,CLC,CL,CLC,,C,CC,C,C,C,C,C,A,C,,C,K,K,L,L,L,L,1,0,1,1,1,1,T,6,undef
2,3,2,6,3,5,Un,ter,su,chungs,aus,schu$,u$,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,DCCKC,ø,VC,CVC,CVV,CVCC,VVC,CVC,1,2,0,3,0,2,1,1,0,2,1,1,0,1,1,1,0,1,1,1,2,1,2,1,2,1001,111,101,1201,101,201,3,2,3,2,3,2,-1,KC,CKC,CL,CKCC,DC,CKC,,C,C,C,,C,C,C,,CC,C,C,K,K,L,K,D,K,1,0,1,2,1,1,T,6,undef
2,3,2,6,2,4,Un,ter,su,chungs,be,fund,und,unter,N,NN,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,KCKCC,ø,VC,CVC,CVV,CVCC,CV,CVCC,1,2,0,3,1,3,1,1,0,2,0,2,0,1,1,1,1,1,1,1,2,1,1,1,2,1001,111,101,1201,101,1201,3,2,3,2,2,2,1,KC,CKC,CL,CKCC,CK,CKCC,,C,C,C,C,C,C,C,,CC,,CC,K,K,L,K,K,K,1,0,1,2,0,2,T,6,undef
2,3,3,2,2,3,Un,ter,tem,pe,ra,tur,ur,unter,N,ø,SS,acc,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,KCLC,CKCLC,ø,VC,CVC,CVC,CV,CVC,CVVC,1,2,2,1,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1001,111,1101,101,11,111,3,2,2,2,3,3,-1,KC,CKC,CKC,CK,CK,CLC,,C,C,C,C,C,C,C,C,,,C,K,K,K,K,K,L,1,0,1,0,1,1,T,6,prima
2,3,3,2,3,4,Un,ter,ver,si,che,rung,ung,unter,N,V,SA,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVC,CVC,CVC,CV,CVC,1,2,2,2,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1001,111,111,101,101,1011,3,2,2,3,2,3,0,KC,CKC,CKC,CK,CK,CKC,,C,C,C,C,C,C,C,C,,,C,K,K,K,K,K,K,1,0,1,1,0,1,T,6,prima
2,3,3,3,5,4,Un,ter,was,ser,kraft,werk,erk,unter,N,NN,SS,acc,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CVC,CVC,CVC,CCVCC,CVCC,1,2,2,2,4,3,1,1,1,1,2,2,0,1,1,1,2,1,1,1,1,1,1,1,2,1001,111,101,111,311,211,3,2,2,2,2,2,-1,KC,CKC,CK,CKC,CCKCC,CKCC,,C,C,C,CC,C,C,C,,C,CC,CC,K,K,K,K,K,K,1,0,1,0,2,2,T,6,undef
2,1,3,5,4,4,Un,2,ber,treff,lich,keit,eit,ø,N,A,SA,ø,K,KC,KCL,KCLC,KCLCK,C,DC,CDC,CCDC,KCCDC,ø,VC,VV,CVC,CCVC,CVC,CVVC,1,0,2,3,2,1,1,0,1,1,1,1,0,0,1,2,1,1,1,2,1,1,1,2,1,1001,1,111,211,111,201,3,5,2,2,3,2,-1,KC,L,CKC,CCKC,CKC,CDC,,,C,CC,C,C,C,,C,C,C,C,K,L,K,K,K,D,1,1,0,1,1,1,T,6,antepaenultima
2,3,2,3,4,4,Un,ver,1n,der,lich,keit,eit,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVC,VC,CVC,CVC,CVVC,1,2,1,2,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1001,111,1001,111,111,201,3,2,3,2,3,2,-1,KC,CKC,KC,CKC,CKC,CDC,,C,,C,C,C,C,C,C,C,C,C,K,K,K,K,K,D,1,1,1,0,1,1,T,6,undef
2,3,3,4,4,4,Un,ver,ant,wort,lich,keit,eit,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVC,VCC,CVCC,CVC,CVVC,1,2,2,3,2,1,1,1,2,2,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1001,111,1101,211,111,201,3,2,2,2,3,2,-1,KC,CKC,KCC,CKCC,CKC,CDC,,C,,C,C,C,C,C,CC,CC,C,C,K,K,K,K,K,D,1,1,2,2,1,1,T,6,undef
2,3,4,3,2,3,un,ver,dien,ter,ma,$en,en,ø,ADV,A,SAA,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVVC,CVC,CVV,CVC,1,2,1,2,0,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,2,1,2,1,1,1001,111,1101,111,1001,1101,3,2,2,2,4,2,1,KC,CKC,CLC,CKC,CL,CKC,,C,C,C,C,C,C,C,C,C,,C,K,K,L,K,L,K,1,1,1,0,1,0,F,6,multa
2,3,4,3,3,2,un,ver,dien,ter,wei,se,e,ø,ADV,A,SAA,ø,K,KC,KCC,KCCK,KCCKC,K,CK,DCK,CDCK,CCDCK,ø,VC,CVC,CVVC,CVC,CVV,CV,1,2,1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,2,1,2,1,1,1001,111,1101,111,101,101,3,2,2,2,3,2,-1,KC,CKC,CLC,CKC,CD,CK,,C,C,C,C,C,C,C,C,C,,,K,K,L,K,D,K,1,1,1,0,1,0,F,6,multa
2,3,4,3,2,3,un,ver,h1lt,nis,m1,$ig,ig,ø,ADV,A,AS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,noacc,VC,CVC,CVCC,CVC,CVV,CVC,1,2,3,2,0,2,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1001,111,211,1101,1001,201,3,2,2,2,3,2,-1,KC,CKC,CKCC,CKC,CL,CKC,,C,C,C,C,C,C,C,CC,C,,C,K,K,K,K,L,K,1,1,2,1,1,1,F,6,prima
2,3,3,2,3,3,un,vor,ein,ge,nom,men,en,ø,A,A,AS,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVVC,VVC,CV,CVC,CVC,1,1,0,1,2,2,1,1,1,0,1,1,0,1,0,1,1,1,1,2,2,1,1,1,1,1001,111,1001,101,1001,2001,3,2,4,2,3,2,1,KC,CLC,DC,CK,CK,CKC,,C,,C,C,C,C,C,C,,,C,K,L,D,K,K,K,1,1,1,0,1,0,F,6,prima
2,3,3,2,2,3,un,vor,her,ge,se,hen,en,ø,A,F,AS,ø,K,KC,KCC,KCCL,KCCLC,C,KC,LKC,CLKC,KCLKC,ø,VC,CVVC,CVVC,CV,CVV,VC,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,2,2,1,2,1,1,1001,111,111,101,101,1001,3,2,2,2,2,3,-1,KC,CLC,CLC,CK,CL,KC,,C,C,C,C,,C,C,C,,,C,K,L,L,K,L,K,1,1,1,0,1,0,F,6,prima
2,2,3,4,4,4,Un,wi,der,steh,lich,keit,eit,ø,N,A,SA,ø,K,KC,KCC,KCCL,KCCLC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVV,CVC,CCVV,CVC,CVVC,1,0,2,1,2,1,1,0,1,0,1,1,0,1,1,2,1,1,1,2,1,2,1,2,1,1001,101,111,201,111,201,3,3,2,2,3,2,-1,KC,CL,CKC,CCL,CKC,CDC,,C,C,CC,C,C,C,,C,,C,C,K,L,K,L,K,D,1,1,0,1,1,1,T,6,antepaenultima
2,2,4,5,2,3,un,zu,rech,nungs,f1,hig,ig,ø,A,A,AS,ø,K,KC,KCA,KCAL,KCALC,C,KC,LKC,CLKC,CCLKC,ø,VC,CVV,CVC,CVCC,CVV,VC,1,0,2,3,0,1,1,0,1,2,0,1,0,1,1,1,1,0,1,2,1,1,2,1,1,1001,101,111,2101,101,101,3,3,2,2,2,3,-1,KC,AL,CKC,CKCC,CL,KC,,A,C,C,C,,C,,C,CC,,C,K,L,K,K,L,K,1,1,1,2,1,1,F,6,prima
2,2,3,3,3,4,un,zu,sam,men,h1n,gend,end,ø,A,A,AS,ø,K,KC,KCA,KCAL,KCALC,C,CC,KCC,CKCC,KCKCC,ø,VC,CVV,CVC,CVC,CVC,CVCC,1,0,2,2,2,3,1,0,1,1,1,2,0,1,1,1,1,1,1,2,1,1,1,1,1,1001,101,101,2001,101,2101,3,3,2,2,2,2,1,KC,AL,CK,CKC,CK,CKCC,,A,C,C,C,C,C,,,C,,CC,K,L,K,K,K,K,1,1,1,0,1,0,F,6,prima
2,2,3,3,3,4,Un,zu,ver,l1s,sig,keit,eit,ø,N,A,SA,ø,K,KC,KCA,KCAL,KCALC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVV,CVC,CVC,CVC,CVVC,1,0,2,2,2,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,2,1,1001,101,111,11,201,201,3,3,2,3,2,2,-1,KC,AL,CKC,CK,CKC,CDC,,A,C,C,C,C,C,,C,,C,C,K,L,K,K,K,D,1,1,1,1,1,1,T,6,prima
1,2,2,2,2,2,U,ti,li,ta,ri,er,er,ø,N,R,SA,ø,L,LC,LCL,LCLC,LCLCL,C,KC,LKC,CLKC,LCLKC,ø,VV,CVV,CVV,CVV,CVV,VC,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,2,2,2,2,2,1,1,1,101,11,101,11,11,5,3,4,3,4,3,-1,L,CL,CL,CL,CL,KC,,C,C,C,C,,,,,,,C,L,L,L,L,L,K,1,1,1,1,1,0,T,6,antepaenultima
1,2,2,2,3,3,U,ti,li,ta,ris,mus,us,ø,N,A,SA,ø,L,LC,LCL,LCLC,LCLCL,C,KC,CKC,CCKC,KCCKC,noacc,VV,CVV,CVV,CVV,CVC,CVC,0,0,0,0,2,2,0,0,0,0,1,1,0,1,1,1,1,1,2,2,2,2,1,1,1,1,101,11,101,111,1101,5,3,4,3,3,2,1,L,CL,CL,CL,CKC,CKC,,C,C,C,C,C,,,,,C,C,L,L,L,L,K,K,1,1,1,1,1,1,T,6,paenultima
1,2,2,2,2,6,u,ti,li,ta,ri,stisch,isch,ø,A,A,SA,ø,L,LC,LCL,LCLC,LCLCL,C,KC,CKC,CCKC,KCCKC,ø,VV,CVV,CVV,CVC,CVC,CVC,0,0,0,2,2,2,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,1,1,1,1,1,101,11,101,111,201,5,3,4,2,3,2,1,L,CL,CL,CK,CKC,CKC,,C,C,C,C,C,,,,,C,C,L,L,L,K,K,K,1,1,1,1,1,1,F,6,paenultima
1,2,2,4,3,2,U,ti,li,t1ts,leh,re,e,ø,N,NN,SAS,ø,L,LC,LCL,LCLC,LCLCL,K,CK,LCK,CLCK,ACLCK,ø,VV,CVV,CVV,CVVC,CVV,CV,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,1,2,1,101,11,201,11,11,5,3,4,2,3,3,-1,L,CL,CL,CLA,CL,CK,,C,C,C,C,C,,,,A,,,L,L,L,L,L,K,1,1,1,1,1,0,T,6,antepaenultima
2,2,3,3,2,3,Va,ga,bun,den,le,ben,en,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVC,CVC,CVV,CVC,2,2,2,2,0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,101,101,1101,1101,11,1101,2,2,2,2,3,2,1,CK,CK,CKC,CKC,CL,CKC,C,C,C,C,C,C,,,C,C,,C,K,K,K,K,L,K,1,1,1,0,1,0,T,6,undef
2,2,2,2,2,3,Va,ku,um,ap,pa,rat,at,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLK,C,LC,CLC,KCLC,CKCLC,ø,CVV,CVV,VC,VC,CVC,CVVC,0,0,1,1,2,1,0,0,1,1,1,1,1,1,0,0,1,1,2,2,1,1,1,2,2,101,101,1001,1,101,111,3,3,3,4,2,3,-1,CL,CL,KC,K,CK,CLC,C,C,,,C,C,,,C,,,C,L,L,K,K,K,L,1,1,1,1,1,1,T,6,prima
2,2,2,2,2,2,Va,lo,ri,sa,ti,on,on,ø,N,N,SA,ø,C,CK,CKC,CKCL,CKCLC,C,LC,LLC,ALLC,KALLC,ø,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,1,101,11,11,101,101,1001,2,3,4,2,3,3,1,CK,CL,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,K,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
2,2,2,2,2,2,Va,po,ri,sa,ti,on,on,ø,N,R,SA,ø,C,CK,CKC,CKCL,CKCLC,C,LC,LLC,ALLC,KALLC,ø,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,1,101,101,11,101,101,1001,2,2,4,2,3,3,1,CK,CL,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,K,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
2,2,1,2,2,3,Va,ri,a,bi,li,t1t,1t,ø,N,A,SA,ø,C,CK,CKC,CKCL,CKCLK,C,LC,CLC,LCLC,CLCLC,ø,CVC,CVV,VC,CVV,CVV,CVVC,2,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,2,1,2,2,2,1,101,11,1,101,11,201,2,4,4,3,4,2,1,CK,CL,K,CL,CL,CLC,C,C,,C,C,C,,,,,,C,K,L,K,L,L,L,1,1,1,1,1,1,T,6,ultima
2,3,7,2,4,4,Va,ter,schafts,be,stim,mung,ung,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CVCC,CV,CCVC,CVC,0,2,3,1,3,2,0,1,2,0,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,101,111,301,101,201,2001,3,2,1,2,2,3,1,CL,CKC,CKCA,CK,CCK,CKC,C,C,C,C,CC,C,,C,CA,,,C,L,K,K,K,K,K,1,0,2,0,1,1,T,6,prima
2,2,2,2,1,3,Ve,ge,ta,ri,a,ner,er,ø,N,R,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,LLCKC,ø,CVV,CVV,CVC,CVV,VV,CVC,0,0,2,0,0,2,0,0,1,0,0,1,1,1,1,1,0,1,2,2,1,2,2,1,1,101,101,101,11,1,1011,2,2,2,4,6,3,1,CL,CL,CK,CL,L,CKC,C,C,C,C,,C,,,,,,C,L,L,K,L,L,K,1,1,1,1,1,0,T,6,paenultima
